# This file provides information to map coordinates from the BDGP release 5
# to release 6 assemblies.  The mapping is based on reciprocal best hit
# alignments.  Because of this some regions of release 5 that due to assembly
# artifacts are present in duplicate in other regions are absent from the
# mapping if the other region is contained in a better alignment.
#
# Coordinates in this file are represented as interbase for both releases.
# If you want on base (1-based) coordinates add 1 to each _start column.
#
# If the R6 strand is '-' it means that the R5 sequence needs to be reverse
# complemented to correspond to the R6 sequence and the start end coordinates
# for oriented features must also be reversed  eg. a gene that started at
# interbase coordinate 236880 of 2LHet in release 5 would start on the opposite
# strand at coordinate 1865892 of Y in release 6.
#
# r5_scaffold	r5_start	r5_end	r6_scaffold	r6_start	r6_end	r6_strand
3LHet	2161230	2161261	3L	26878915	26878946	+
3LHet	2161261	2161414	3L	26878952	26879105	+
3LHet	2161414	2161487	3L	26879116	26879189	+
3LHet	2161487	2161498	3L	26879190	26879201	+
3LHet	2161499	2161573	3L	26879201	26879275	+
3LHet	2161573	2161604	3L	26879276	26879307	+
3LHet	2161610	2161712	3L	26879307	26879409	+
3LHet	2161714	2161721	3L	26879409	26879416	+
3LHet	2161721	2161768	3L	26879417	26879464	+
3LHet	2161777	2161778	3L	26879464	26879465	+
3LHet	2161780	2162078	3L	26879465	26879763	+
3LHet	2162079	2162435	3L	26879763	26880119	+
3LHet	2166843	2166895	3L	26939097	26939149	+
3LHet	2166895	2168785	3L	26939150	26941040	+
3LHet	2168785	2168820	3L	26941041	26941076	+
3LHet	2168820	2180268	3L	26941077	26952525	+
3LHet	2180369	2180372	3L	27073505	27073508	+
3LHet	2180372	2180751	3L	27073509	27073888	+
3LHet	2180751	2182942	3L	27073924	27076115	+
3LHet	2182942	2182962	3L	27076116	27076136	+
3LHet	2182962	2216114	3L	27076137	27109289	+
3LHet	2217344	2227002	3L	27110293	27119951	+
3LHet	2227003	2227032	3L	27119951	27119980	+
3LHet	2227033	2227170	3L	27119980	27120117	+
3LHet	2227171	2227177	3L	27120117	27120123	+
3LHet	2227177	2227289	3L	27120124	27120236	+
3LHet	2227289	2245472	3L	27120237	27138420	+
3LHet	2245472	2245586	3L	27138421	27138535	+
3LHet	2246364	2252402	3L	27139029	27145067	+
3LHet	2252404	2252406	3L	27145067	27145069	+
3LHet	2252406	2252474	3L	27145070	27145138	+
3LHet	2252502	2314426	3L	27145138	27207062	+
3LHet	2314431	2314433	3L	27207062	27207064	+
3LHet	2314444	2314517	3L	27207064	27207137	+
3LHet	2314517	2314744	3L	27207168	27207395	+
3LHet	2320474	2320808	3L	27222559	27222893	+
3LHet	2320811	2322296	3L	27222893	27224378	+
3LHet	2322296	2322326	3L	27224380	27224410	+
3LHet	2322339	2322393	3L	27224410	27224464	+
3LHet	2322398	2322406	3L	27224464	27224472	+
3LHet	2322408	2322410	3L	27224472	27224474	+
3LHet	2322412	2322414	3L	27224474	27224476	+
3LHet	2322415	2322419	3L	27224476	27224480	+
3LHet	2322429	2322686	3L	27224480	27224737	+
3LHet	2322686	2322787	3L	27224738	27224839	+
3LHet	2322821	2322867	3L	27224839	27224885	+
3LHet	2322867	2324450	3L	27232434	27234017	+
3LHet	2324458	2324680	3L	27234017	27234239	+
3LHet	2373518	2429192	3L	27242982	27298656	+
3LHet	2429192	2429275	3L	27306216	27306299	+
3LHet	2429284	2527063	3L	27306299	27404078	+
3LHet	2527065	2555491	3L	27404078	27432504	+
3LHet	1850769	1853093	3L	27015879	27018203	+
3LHet	1853094	1859705	3L	27018203	27024814	+
3LHet	1859728	1863725	3L	27024814	27028811	+
3LHet	2315314	2316741	3L	27234239	27235666	+
3LHet	2316741	2316988	3L	27235667	27235914	+
3LHet	2317040	2317806	3L	27235914	27236680	+
3LHet	2318751	2318924	3L	27236680	27236853	+
3LHet	2318924	2319133	3L	27240641	27240850	+
3LHet	2324680	2325714	3L	27207395	27208429	+
3LHet	2325714	2326324	3L	27208459	27209069	+
3LHet	2326376	2326566	3L	27209069	27209259	+
3LHet	2326566	2327054	3L	27209267	27209755	+
3LHet	2327054	2327141	3L	27209756	27209843	+
3LHet	24112	27892	Y	682743	686523	+
3LHet	27893	40039	Y	686523	698669	+
3LHet	40790	62713	Y	702166	724089	+
3LHet	62713	62761	Y	724090	724138	+
3LHet	62761	64446	Y	724139	725824	+
3LHet	64447	85095	Y	725824	746472	+
3LHet	85731	88846	Y	747108	750223	+
3LHet	88846	88912	Y	750224	750290	+
3LHet	125087	126464	Y	754180	755557	+
3LHet	140109	140152	Y	1635908	1635951	+
3LHet	109045	113622	Y	778659	783236	-
3LHet	108698	109044	Y	783237	783583	-
3LHet	108676	108698	Y	783584	783606	-
3LHet	102449	102468	Y	790867	790886	-
3LHet	102414	102448	Y	790886	790920	-
3LHet	102336	102414	Y	790921	790999	-
3LHet	99532	102335	Y	790999	793802	-
3LHet	90492	92436	Y	800396	802340	-
3LHet	89497	90140	Y	802719	803362	-
3LHet	89378	89497	Y	805923	806042	-
3LHet	89375	89377	Y	806042	806044	-
3LHet	89013	89374	Y	806044	806405	-
3LHet	85672	85731	Y	806578	806637	-
3LHet	85603	85672	Y	806638	806707	-
3LHet	85205	85602	Y	806707	807104	-
3LHet	85107	85204	Y	807104	807201	-
3LHet	85095	85106	Y	807201	807212	-
3LHet	149285	151351	Y	822093	824159	-
3LHet	149281	149284	Y	824159	824162	-
3LHet	149260	149281	Y	824164	824185	-
3LHet	149135	149260	Y	824213	824338	-
3LHet	148983	149134	Y	824338	824489	-
3LHet	138071	140109	Y	831138	833176	-
3LHet	137939	138071	Y	833199	833331	-
3LHet	135549	137939	Y	833333	835723	-
3LHet	126702	126783	Y	805392	805473	-
3LHet	126555	126702	Y	805500	805647	-
3LHet	126501	126555	Y	805650	805704	-
3LHet	126464	126499	Y	805704	805739	-
3LHet	90296	90492	Y	807471	807667	-
3LHet	90140	90274	Y	807716	807850	-
3LHet	862632	862787	Y	1935098	1935253	-
3LHet	862592	862632	Y	1935256	1935296	-
3LHet	862586	862592	Y	1935330	1935336	-
3LHet	148971	148983	Y	845427	845439	-
3LHet	860246	860252	Unmapped_Scaffold_22_D1753	8467	8473	+
3LHet	860253	860303	Unmapped_Scaffold_22_D1753	8473	8523	+
3LHet	860315	860830	Unmapped_Scaffold_22_D1753	8523	9038	+
3LHet	860830	861465	Unmapped_Scaffold_22_D1753	9039	9674	+
3LHet	861466	861472	Unmapped_Scaffold_22_D1753	9674	9680	+
3LHet	861472	862453	Unmapped_Scaffold_22_D1753	9699	10680	+
3LHet	862453	862456	Unmapped_Scaffold_22_D1753	10683	10686	+
3LHet	862456	862457	Unmapped_Scaffold_22_D1753	10690	10691	+
3LHet	862457	862571	Unmapped_Scaffold_22_D1753	10699	10813	+
3LHet	862571	862573	Unmapped_Scaffold_22_D1753	10817	10819	+
3LHet	862573	862577	Unmapped_Scaffold_22_D1753	10833	10837	+
3LHet	862577	862578	Unmapped_Scaffold_22_D1753	10838	10839	+
3LHet	862578	862579	Unmapped_Scaffold_22_D1753	10844	10845	+
3LHet	862579	862586	Unmapped_Scaffold_22_D1753	10846	10853	+
3LHet	862787	862788	Unmapped_Scaffold_22_D1753	11054	11055	+
3LHet	862799	862801	Unmapped_Scaffold_22_D1753	11055	11057	+
3LHet	862806	862808	Unmapped_Scaffold_22_D1753	11057	11059	+
3LHet	862808	862812	Unmapped_Scaffold_22_D1753	11060	11064	+
3LHet	862818	862820	Unmapped_Scaffold_22_D1753	11064	11066	+
3LHet	862826	862831	Unmapped_Scaffold_22_D1753	11066	11071	+
3LHet	862833	862839	Unmapped_Scaffold_22_D1753	11071	11077	+
3LHet	862843	862844	Unmapped_Scaffold_22_D1753	11077	11078	+
3LHet	862845	862848	Unmapped_Scaffold_22_D1753	11078	11081	+
3LHet	862850	862852	Unmapped_Scaffold_22_D1753	11081	11083	+
3LHet	862854	862856	Unmapped_Scaffold_22_D1753	11083	11085	+
3LHet	862861	862863	Unmapped_Scaffold_22_D1753	11085	11087	+
3LHet	126783	127103	211000022280692	0	320	+
3R	0	27905053	3R	4174278	32079331	+
3RHet	776357	776361	3R	2020011	2020015	+
3RHet	776362	776822	3R	2020015	2020475	+
3RHet	776822	776824	3R	2020497	2020499	+
3RHet	776824	777535	3R	2020511	2021222	+
3RHet	777535	777915	3R	2021226	2021606	+
3RHet	777932	777933	3R	2021606	2021607	+
3RHet	777954	777956	3R	2021607	2021609	+
3RHet	777962	777966	3R	2021609	2021613	+
3RHet	777977	778969	3R	2021613	2022605	+
3RHet	779021	779267	3R	2022657	2022903	+
3RHet	779268	779606	3R	2022903	2023241	+
3RHet	779658	848207	3R	2077131	2145680	+
3RHet	848208	859009	3R	2145680	2156481	+
3RHet	859010	895425	3R	2156481	2192896	+
3RHet	895426	895443	3R	2192896	2192913	+
3RHet	895444	938980	3R	2192913	2236449	+
3RHet	938980	939020	3R	2236450	2236490	+
3RHet	939022	939662	3R	2236490	2237130	+
3RHet	939663	939987	3R	2237130	2237454	+
3RHet	939991	939992	3R	2237454	2237455	+
3RHet	940010	944605	3R	2237455	2242050	+
3RHet	944605	944664	3R	2242051	2242110	+
3RHet	944665	944820	3R	2242110	2242265	+
3RHet	944823	946633	3R	2242265	2244075	+
3RHet	946634	946676	3R	2244075	2244117	+
3RHet	946676	946921	3R	2244118	2244363	+
3RHet	946966	947152	3R	2244363	2244549	+
3RHet	947153	947358	3R	2244549	2244754	+
3RHet	947358	947929	3R	2244755	2245326	+
3RHet	947929	948273	3R	2245338	2245682	+
3RHet	948274	948440	3R	2245682	2245848	+
3RHet	948440	950652	3R	2253312	2255524	+
3RHet	965656	987085	3R	2267147	2288576	+
3RHet	987085	987738	3R	2288577	2289230	+
3RHet	1002739	1062643	3R	2293101	2353005	+
3RHet	1062644	1076358	3R	2353005	2366719	+
3RHet	1078932	1079889	3R	2369000	2369957	+
3RHet	1079889	1079891	3R	2369959	2369961	+
3RHet	1079891	1082675	3R	2369963	2372747	+
3RHet	1082675	1082676	3R	2372748	2372749	+
3RHet	1082676	1119466	3R	2372751	2409541	+
3RHet	1120676	1120893	3R	2543962	2544179	+
3RHet	1120894	1120911	3R	2544179	2544196	+
3RHet	1120911	1121203	3R	2544216	2544508	+
3RHet	1121204	1121251	3R	2544508	2544555	+
3RHet	1121251	1121511	3R	2544556	2544816	+
3RHet	1121511	1124103	3R	2544817	2547409	+
3RHet	1124104	1124113	3R	2547409	2547418	+
3RHet	1124113	1124157	3R	2547419	2547463	+
3RHet	1124158	1124211	3R	2547463	2547516	+
3RHet	1124211	1124219	3R	2547517	2547525	+
3RHet	1124219	1124229	3R	2547526	2547536	+
3RHet	1124229	1124234	3R	2547537	2547542	+
3RHet	1124234	1124269	3R	2547543	2547578	+
3RHet	1124270	1124273	3R	2547578	2547581	+
3RHet	1124274	1124361	3R	2547581	2547668	+
3RHet	1124361	1124941	3R	2547669	2548249	+
3RHet	1124953	1222165	3R	2548249	2645461	+
3RHet	1222166	1271746	3R	2645461	2695041	+
3RHet	1271746	1274351	3R	2705128	2707733	+
3RHet	1274352	1275878	3R	2707733	2709259	+
3RHet	1275879	1277347	3R	2709259	2710727	+
3RHet	1277347	1295666	3R	2710728	2729047	+
3RHet	1295666	1297079	3R	2729049	2730462	+
3RHet	1297080	1297567	3R	2730462	2730949	+
3RHet	1297567	1324245	3R	2730950	2757628	+
3RHet	1324256	1345129	3R	2757628	2778501	+
3RHet	1345130	1345160	3R	2778501	2778531	+
3RHet	1345161	1345164	3R	2778531	2778534	+
3RHet	1345164	1345180	3R	2778535	2778551	+
3RHet	1345181	1345230	3R	2778551	2778600	+
3RHet	1345232	1345745	3R	2778600	2779113	+
3RHet	1345746	1353842	3R	2779113	2787209	+
3RHet	1353842	1353852	3R	2787210	2787220	+
3RHet	1353852	1353862	3R	2787221	2787231	+
3RHet	1353862	1353878	3R	2787232	2787248	+
3RHet	1353878	1353886	3R	2787250	2787258	+
3RHet	1353886	1353897	3R	2787259	2787270	+
3RHet	1353897	1353907	3R	2787271	2787281	+
3RHet	1353907	1353913	3R	2787282	2787288	+
3RHet	1353913	1353918	3R	2787289	2787294	+
3RHet	1353918	1354163	3R	2787295	2787540	+
3RHet	1354163	1354183	3R	2787541	2787561	+
3RHet	1354183	1354190	3R	2787562	2787569	+
3RHet	1354190	1354205	3R	2787570	2787585	+
3RHet	1354205	1362327	3R	2787586	2795708	+
3RHet	1362336	1369917	3R	2795708	2803289	+
3RHet	1369922	1369925	3R	2803289	2803292	+
3RHet	1369928	1376093	3R	2803292	2809457	+
3RHet	1376093	1432640	3R	2809459	2866006	+
3RHet	1433927	1532005	3R	2868582	2966660	+
3RHet	1532009	1532393	3R	2966660	2967044	+
3RHet	1533967	1534858	3R	2968133	2969024	+
3RHet	1534876	1574948	3R	2969024	3009096	+
3RHet	1574954	1599632	3R	3009096	3033774	+
3RHet	2308627	2383644	3R	4012124	4087141	+
3RHet	2430918	2431740	3R	4087141	4087963	+
3RHet	2431740	2431747	3R	4087964	4087971	+
3RHet	2431747	2431761	3R	4087972	4087986	+
3RHet	2431761	2431769	3R	4087988	4087996	+
3RHet	2431769	2431780	3R	4087997	4088008	+
3RHet	2431780	2431791	3R	4088009	4088020	+
3RHet	2431791	2431798	3R	4088021	4088028	+
3RHet	2431798	2431804	3R	4088029	4088035	+
3RHet	2431804	2431817	3R	4088036	4088049	+
3RHet	2431817	2431849	3R	4088050	4088082	+
3RHet	2431849	2431865	3R	4088083	4088099	+
3RHet	2431866	2431884	3R	4088099	4088117	+
3RHet	2431884	2517507	3R	4088118	4173741	+
3RHet	661311	773416	3R	734200	846305	-
3RHet	539570	659243	3R	846337	966010	-
3RHet	520793	539570	3R	966012	984789	-
3RHet	388549	448700	3R	995418	1055569	-
3RHet	388270	388548	3R	1055569	1055847	-
3RHet	388141	388264	3R	1055847	1055970	-
3RHet	388123	388126	3R	1055970	1055973	-
3RHet	388100	388102	3R	1055973	1055975	-
3RHet	367476	388097	3R	1055975	1076596	-
3RHet	312482	316475	3R	1121797	1125790	-
3RHet	310409	312482	3R	1125791	1127864	-
3RHet	310298	310409	3R	1127865	1127976	-
3RHet	310283	310297	3R	1127976	1127990	-
3RHet	254136	310281	3R	1127990	1184135	-
3RHet	247765	250248	3R	1184135	1186618	-
3RHet	243855	247743	3R	1186618	1190506	-
3RHet	156182	243855	3R	1190528	1278201	-
3RHet	53085	156181	3R	1278201	1381297	-
3RHet	0	52084	3R	1404048	1456132	-
3RHet	2259385	2308526	3R	3170056	3219197	-
3RHet	2198513	2229381	3R	3238865	3269733	-
3RHet	2176747	2198513	3R	3269734	3291500	-
3RHet	2174704	2176746	3R	3291500	3293542	-
3RHet	2174696	2174704	3R	3305910	3305918	-
3RHet	2171728	2172491	3R	3309057	3309820	-
3RHet	2169993	2171727	3R	3309820	3311554	-
3RHet	2169767	2169993	3R	3311555	3311781	-
3RHet	2169679	2169767	3R	3311782	3311870	-
3RHet	2169425	2169679	3R	3311872	3312126	-
3RHet	2168720	2169423	3R	3312126	3312829	-
3RHet	2168455	2168719	3R	3312829	3313093	-
3RHet	2167994	2168455	3R	3313094	3313555	-
3RHet	2167989	2167990	3R	3313555	3313556	-
3RHet	2167855	2167988	3R	3313556	3313689	-
3RHet	2142681	2167855	3R	3313711	3338885	-
3RHet	2142502	2142680	3R	3338885	3339063	-
3RHet	2070230	2142501	3R	3339063	3411334	-
3RHet	2053817	2055229	3R	3432935	3434347	-
3RHet	1988569	2053817	3R	3434348	3499596	-
3RHet	1987514	1988566	3R	3499596	3500648	-
3RHet	1955713	1987513	3R	3500648	3532448	-
3RHet	1955398	1955713	3R	3532482	3532797	-
3RHet	1955391	1955397	3R	3532797	3532803	-
3RHet	1954655	1955391	3R	3566877	3567613	-
3RHet	1950759	1954655	3R	3567614	3571510	-
3RHet	1902367	1950749	3R	3571510	3619892	-
3RHet	1881974	1902366	3R	3619892	3640284	-
3RHet	1876928	1881973	3R	3640284	3645329	-
3RHet	1876597	1876927	3R	3645329	3645659	-
3RHet	1876593	1876594	3R	3645659	3645660	-
3RHet	1876591	1876592	3R	3645660	3645661	-
3RHet	1875974	1876576	3R	3645661	3646263	-
3RHet	1873136	1875974	3R	3646264	3649102	-
3RHet	1868025	1869987	3R	3652345	3654307	-
3RHet	1847885	1861916	3R	3688147	3702178	-
3RHet	1833619	1847884	3R	3702178	3716443	-
3RHet	1756720	1833619	3R	3725261	3802160	-
3RHet	1743273	1756720	3R	3802176	3815623	-
3RHet	1732198	1736336	3R	3816462	3820600	-
3RHet	1732171	1732197	3R	3820600	3820626	-
3RHet	1722451	1732170	3R	3820626	3830345	-
3RHet	1608514	1722450	3R	3830345	3944281	-
3RHet	1599834	1606404	3R	3945577	3952147	-
3RHet	773517	776279	3R	2070990	2073752	+
3RHet	1872012	1873136	3R	3660531	3661655	-
3RHet	1871607	1872012	3R	3661656	3662061	-
3RHet	1870861	1870987	3R	3662700	3662826	-
3RHet	1869987	1870860	3R	3662826	3663699	-
3RHet	1866898	1868025	3R	3649193	3650320	-
3RHet	1866681	1866897	3R	3650320	3650536	-
3RHet	1866548	1866680	3R	3650537	3650669	-
3RHet	1866517	1866548	3R	3650670	3650701	-
3RHet	1871012	1871607	3R	3655933	3656528	-
3RHet	778969	779021	3R	2010102	2010154	+
3RHet	779606	779656	3R	2015843	2015893	+
3RHet	776279	776308	3R	2051578	2051607	+
3RHet	776311	776324	3R	2051607	2051620	+
3RHet	1736336	1736483	3L	27578975	27579122	+
3RHet	1736483	1736525	3L	27579124	27579166	+
3RHet	1736525	1736569	3L	27579186	27579230	+
3RHet	1736570	1736573	3L	27579230	27579233	+
3RHet	1736573	1736753	3L	27579234	27579414	+
3RHet	1736754	1736883	3L	27579414	27579543	+
3RHet	1736896	1736900	3L	27579543	27579547	+
3RHet	1736900	1737132	3L	27579548	27579780	+
3RHet	1741604	1741643	3L	27593429	27593468	+
3RHet	1741643	1741668	3L	27593480	27593505	+
3RHet	1741668	1741785	3L	27593509	27593626	+
3RHet	1432640	1432647	Y	1963029	1963036	+
3RHet	1432648	1433848	Y	1963036	1964236	+
3RHet	1433848	1433927	Y	1964239	1964318	+
3RHet	1532393	1533567	Y	2739130	2740304	+
3RHet	1741546	1741578	Y	1534113	1534145	-
3RHet	1741532	1741546	Y	1534146	1534160	-
3RHet	1741338	1741532	Y	1534170	1534364	-
3RHet	1741328	1741337	Y	1534364	1534373	-
3RHet	1741317	1741322	Y	1534373	1534378	-
3RHet	1741214	1741317	Y	1534380	1534483	-
3RHet	1740876	1741205	Y	1534483	1534812	-
3RHet	1740869	1740872	Y	1534812	1534815	-
3RHet	1740862	1740864	Y	1534815	1534817	-
3RHet	1740846	1740857	Y	1534817	1534828	-
3RHet	1740814	1740838	Y	1534828	1534852	-
3RHet	1740811	1740813	Y	1534852	1534854	-
3RHet	1740416	1740811	Y	1534855	1535250	-
3RHet	1740363	1740415	Y	1535250	1535302	-
3RHet	1740321	1740363	Y	1535303	1535345	-
3RHet	1740156	1740319	Y	1535345	1535508	-
3RHet	1740143	1740144	Y	1535508	1535509	-
3RHet	1740053	1740141	Y	1535509	1535597	-
3RHet	1740050	1740053	Y	1535601	1535604	-
3RHet	1739922	1740050	Y	1535607	1535735	-
3RHet	1741785	1742009	Y	1835581	1835805	+
3RHet	1742012	1742016	Y	1835805	1835809	+
3RHet	1742020	1742022	Y	1835809	1835811	+
3RHet	1742027	1742251	Y	1835811	1836035	+
3RHet	1742251	1742279	Y	1836037	1836065	+
3RHet	1742280	1742335	Y	1836065	1836120	+
3RHet	1742347	1742348	Y	1836120	1836121	+
3RHet	1742359	1742385	Y	1836121	1836147	+
3RHet	1742408	1742525	Y	1836147	1836264	+
3RHet	1742544	1742975	Y	1836264	1836695	+
3RHet	1742997	1743001	Y	1836695	1836699	+
3RHet	1743003	1743104	Y	1836699	1836800	+
3RHet	1743104	1743125	Y	1836801	1836822	+
3RHet	1743140	1743273	Y	1836822	1836955	+
3RHet	252442	252750	Y	3633405	3633713	+
3RHet	252756	252803	Y	3633713	3633760	+
3RHet	252804	252810	Y	3633760	3633766	+
3RHet	252815	252816	Y	3633766	3633767	+
3RHet	252818	252850	Y	3633767	3633799	+
3RHet	1533786	1533967	Y	1078618	1078799	-
3RHet	1533668	1533785	Y	1078799	1078916	-
3RHet	1533567	1533667	Y	1078916	1079016	-
4	1350305	1351857	X	36753	38305	-
4	8857	8998	X	23322509	23322650	-
4	8083	8857	X	23322661	23323435	-
4	6141	8082	X	23323435	23325376	-
4	15589	15632	3R	2518612	2518655	+
4	15633	15635	3R	2518655	2518657	+
4	15636	15745	3R	2518657	2518766	+
4	15747	15767	3R	2518766	2518786	+
4	15767	15768	3R	2518787	2518788	+
4	15768	15773	3R	2518789	2518794	+
4	15773	15774	3R	2518795	2518796	+
4	15774	15775	3R	2518801	2518802	+
4	15775	15784	3R	2518803	2518812	+
4	15786	15789	3R	2518812	2518815	+
4	15790	15792	3R	2518815	2518817	+
4	15792	15802	3R	2518820	2518830	+
4	15802	15804	3R	2518835	2518837	+
4	15804	16008	3R	2518849	2519053	+
4	16029	16030	3R	2519053	2519054	+
4	16031	16039	3R	2519054	2519062	+
4	16048	16118	3R	2519062	2519132	+
4	16119	16122	3R	2519132	2519135	+
4	16128	16130	3R	2519135	2519137	+
4	16133	16199	3R	2519137	2519203	+
4	16208	16343	3R	2519203	2519338	+
4	24053	1221288	4	3427	1200662	+
4	1221389	1350305	4	1217663	1346579	+
4	13189	13246	Y	809383	809440	-
4	13136	13189	Y	809441	809494	-
4	13113	13135	Y	809494	809516	-
4	13106	13112	Y	809516	809522	-
4	12343	13106	Y	809526	810289	-
4	10869	12343	Y	810290	811764	-
4	10537	10868	Y	811764	812095	-
4	10434	10537	Y	812100	812203	-
4	10176	10419	Y	812203	812446	-
4	8998	10170	Y	812446	813618	-
U	4396571	4397862	211000022278279	0	1291	+
U	4405792	4409285	211000022278279	9221	12714	+
U	3335752	3336203	2L	23123966	23124417	+
U	3336204	3336220	2L	23124417	23124433	+
U	3336220	3336325	2L	23124449	23124554	+
U	3336325	3336840	2L	23124555	23125070	+
U	3336841	3337211	2L	23125070	23125440	+
U	3337212	3337218	2L	23125440	23125446	+
U	3337218	3337234	2L	23125447	23125463	+
U	3337250	3337468	2L	23125463	23125681	+
U	3337468	3337474	2L	23125682	23125688	+
U	3337475	3337491	2L	23125688	23125704	+
U	3337491	3337596	2L	23125720	23125825	+
U	3337596	3337853	2L	23125827	23126084	+
U	3337855	3342925	2L	23126084	23131154	+
U	3342926	3346282	2L	23131154	23134510	+
U	3346283	3352735	2L	23134510	23140962	+
U	3523650	3529203	2L	23229822	23235375	+
U	3532035	3541455	2L	23237766	23247186	+
U	5597251	5603691	2L	23213480	23219920	-
U	9073959	9075168	2L	22462357	22463566	-
U	9172545	9173184	2L	23206703	23207342	-
U	1028459	1041768	X	21907315	21920624	-
U	1008095	1024355	X	21925226	21941486	-
U	1008073	1008074	X	21941486	21941487	-
U	1008070	1008072	X	21941487	21941489	-
U	1008065	1008068	X	21941489	21941492	-
U	1007909	1008054	X	21941492	21941637	-
U	1007891	1007909	X	21941638	21941656	-
U	1004218	1007891	X	21941657	21945330	-
U	991146	1004218	X	21945331	21958403	-
U	964336	991146	X	21958404	21985214	-
U	1027453	1027842	X	22016379	22016768	+
U	1027846	1027849	X	22016768	22016771	+
U	1027854	1027858	X	22016771	22016775	+
U	1027861	1027923	X	22016775	22016837	+
U	1027924	1028066	X	22016837	22016979	+
U	1028066	1028459	X	22017022	22017415	+
U	2901194	2901203	X	23333411	23333420	+
U	2901203	2902081	X	23333424	23334302	+
U	2902887	2903017	X	23336627	23336757	+
U	2903018	2903201	X	23336757	23336940	+
U	2903205	2903308	X	23336940	23337043	+
U	2903309	2903313	X	23337043	23337047	+
U	2903314	2903489	X	23337047	23337222	+
U	2903491	2903515	X	23337222	23337246	+
U	2903515	2903571	X	23337254	23337310	+
U	2903571	2903769	X	23337311	23337509	+
U	2903769	2903798	X	23337513	23337542	+
U	2903800	2903875	X	23337542	23337617	+
U	3089095	3091288	X	23509907	23512100	+
U	3108335	3109995	X	23528663	23530323	+
U	3110009	3113017	X	23530337	23533345	+
U	3107656	3108093	X	23484711	23485148	+
U	3108094	3108335	X	23485148	23485389	+
U	3109995	3110009	X	23487065	23487079	+
U	3113117	3122430	X	22119839	22129152	+
U	3122870	3137097	X	22129710	22143937	+
U	3137097	3137143	X	22188249	22188295	+
U	3137143	3137315	X	22227602	22227774	+
U	3711616	3714192	X	21920624	21923200	+
U	3927534	3927964	X	23288256	23288686	-
U	3924696	3927118	X	23289102	23291524	-
U	3923596	3924219	X	23291524	23292147	-
U	3917830	3918024	X	23305359	23305553	-
U	3916174	3917830	X	23305555	23307211	-
U	3918024	3918650	X	23296781	23297407	-
U	3915965	3916174	X	23299259	23299468	-
U	3914996	3915964	X	23299468	23300436	-
U	3913259	3914996	X	23300445	23302182	-
U	3913157	3913258	X	23302182	23302283	-
U	3927118	3927534	X	23244694	23245110	+
U	3927964	3927992	X	23471148	23471176	-
U	3930915	3931471	X	23497639	23498195	+
U	3931472	3933971	X	23498195	23500694	+
U	3940584	3942902	X	23507589	23509907	+
U	3937711	3940584	X	21884151	21887024	+
U	4359641	4360893	X	23515536	23516788	+
U	5466328	5466483	X	22250859	22251014	+
U	5466484	5468004	X	22251014	22252534	+
U	5468226	5473759	X	22252756	22258289	+
U	5473760	5474210	X	22258289	22258739	+
U	5474211	5474996	X	22258739	22259524	+
U	5468004	5468052	X	22242553	22242601	+
U	5468052	5468212	X	22247629	22247789	+
U	5468214	5468226	X	22247789	22247801	+
U	5688204	5690933	X	21851454	21854183	+
U	5852664	5852774	X	23231039	23231149	+
U	5938178	5939443	X	23396736	23398001	+
U	5939444	5939468	X	23398001	23398025	+
U	5939469	5939476	X	23398025	23398032	+
U	5939477	5941612	X	23398032	23400167	+
U	5941613	5942968	X	23400167	23401522	+
U	6332467	6333239	X	74771	75543	+
U	6452084	6452202	X	23241873	23241991	+
U	6452207	6452474	X	23241991	23242258	+
U	6452474	6452803	X	23242259	23242588	+
U	6558429	6558452	X	76199	76222	+
U	6622556	6623419	X	23315510	23316373	-
U	6703709	6704271	X	21817688	21818250	+
U	6704271	6704276	X	21818251	21818256	+
U	6747284	6748124	X	23523205	23524045	+
U	6748126	6750461	X	23524047	23526382	+
U	6859435	6859458	X	23414204	23414227	-
U	6902864	6902872	X	56966	56974	+
U	6902872	6905821	X	56975	59924	+
U	7283902	7286207	X	11172	13477	+
U	7286207	7286507	X	36130	36430	+
U	7308162	7310743	X	23442953	23445534	-
U	7584660	7585191	X	26906	27437	+
U	7729593	7729602	X	6322	6331	+
U	7729602	7729676	X	6332	6406	+
U	7729676	7729679	X	6407	6410	+
U	7729680	7729687	X	6410	6417	+
U	7729688	7729709	X	6417	6438	+
U	7729709	7729716	X	6439	6446	+
U	7729716	7729731	X	6447	6462	+
U	7729732	7729756	X	6462	6486	+
U	7729757	7729766	X	6486	6495	+
